time,life-time,size,area,mass,radius
8266,5,8,8,825,2.8284271247461903
8267,8,14,14,823,2.8284271247461903
8272,7,11,11,821,4.123105625617661
8277,2,3,3,823,1.0
8278,45,159,159,818,19.235384061671343
8280,1,1,1,820,0.0
8281,2,3,3,821,1.0
8282,18,43,37,815,8.06225774829855
8283,10,43,43,816,5.830951894845301
8285,4,6,6,818,2.23606797749979
8286,1,1,1,819,0.0
8287,7,8,8,819,3.1622776601683795
8288,3,3,3,820,1.4142135623730951
8291,3,4,4,821,1.4142135623730951
8297,35,132,130,824,13.038404810405298
8298,1,1,1,825,0.0
8299,8,12,12,822,3.605551275463989
8303,10,20,20,819,6.082762530298219
8304,4,5,5,820,3.0
8306,42,179,167,820,16.1245154965971
8308,4,6,6,822,3.0
8310,6,11,11,821,3.1622776601683795
8313,27,97,97,820,12.36931687685298
8316,3,3,3,823,2.0
8319,1,1,1,826,0.0
8320,9,18,18,821,5.0
8321,1,1,1,822,0.0
8323,20,59,59,823,11.045361017187261
8327,44,140,138,823,15.524174696260024
8328,24,49,45,821,6.4031242374328485
8330,11,31,31,823,7.615773105863909
8331,5,10,10,816,4.0
8333,16,45,45,818,7.211102550927978
8334,6,14,14,819,3.1622776601683795
8335,4,5,5,818,2.23606797749979
8336,2,2,2,819,1.0
8337,19,34,34,819,8.06225774829855
8340,1,1,1,822,0.0
8341,3,4,4,822,2.0
8342,15,64,38,823,6.082762530298219
8343,9,18,18,817,6.324555320336759
8345,13,33,33,819,7.0710678118654755
8348,1,1,1,822,0.0
8351,16,76,30,819,7.0710678118654755
8352,6,9,9,820,4.123105625617661
8354,20,75,75,821,7.810249675906654
8361,10,23,23,828,5.0990195135927845
8366,24,65,65,833,12.206555615733702
8368,33,99,99,826,13.601470508735444
8372,2,2,2,830,1.0
8376,4,7,7,834,3.0
8378,10,14,14,829,2.8284271247461903
8379,2,2,2,828,1.0
8383,33,118,116,829,13.341664064126334
8389,6,9,9,835,3.605551275463989
8391,28,86,86,830,11.704699910719626
8394,1,1,1,833,0.0
8398,2,2,2,837,1.0
8400,2,2,2,839,1.0
8405,5,5,5,844,2.0
8406,14,27,27,843,8.06225774829855
8414,1,1,1,851,0.0
8416,26,39,39,845,7.810249675906654
8420,65,428,131,829,18.601075237738275
8423,22,59,59,824,13.601470508735444
8427,2,2,2,828,1.0
8428,52,360,96,827,12.041594578792296
8429,19,30,30,826,10.04987562112089
8431,37,134,134,824,11.40175425099138
8432,3,4,4,825,1.4142135623730951
8440,9,15,15,828,4.47213595499958
8441,25,65,65,827,9.848857801796104
8443,9,20,20,829,4.0
8444,14,25,25,830,7.211102550927978
8447,35,100,100,832,11.180339887498949
8448,1,1,1,833,0.0
8449,29,62,62,830,9.219544457292887
8450,3,3,3,831,2.0
8452,18,50,50,825,9.433981132056603
8453,4,4,4,824,2.23606797749979
8458,3,3,3,829,2.0
8460,1,1,1,831,0.0
8463,13,33,33,834,6.708203932499369
8464,5,8,8,835,3.1622776601683795
8466,48,153,153,822,13.152946437965905
8467,8,32,32,815,4.242640687119285
8471,2,2,2,819,1.0
8473,10,31,29,820,6.082762530298219
8474,4,4,4,821,3.0
8475,1,1,1,822,0.0
8477,1,1,1,824,0.0
8478,1,1,1,824,0.0
8483,2,2,2,827,1.0
8484,6,8,8,828,3.605551275463989
8485,18,78,78,828,9.899494936611665
8491,19,43,43,833,9.219544457292887
8495,22,44,44,837,7.280109889280518
8496,48,255,185,830,14.212670403551895
8497,41,142,100,826,8.54400374531753
8499,16,23,23,828,5.0
8500,8,11,11,829,5.0
8503,2,2,2,829,1.0
8504,1,1,1,829,0.0
8505,2,2,2,830,1.0
8506,18,38,38,831,10.0
8511,9,12,12,833,4.0
8514,46,164,124,814,16.0312195418814
8515,17,51,51,814,9.055385138137417
8516,1,1,1,815,0.0
8519,1,1,1,818,0.0
8520,4,7,7,819,2.23606797749979
8522,21,51,51,821,6.324555320336759
8523,3,5,5,822,2.0
8524,8,14,14,822,4.123105625617661
8525,2,2,2,823,1.0
8527,7,17,17,823,3.1622776601683795
8528,35,147,109,819,10.63014581273465
8529,16,72,72,815,10.0
8531,17,41,41,817,8.246211251235321
8537,21,112,52,812,9.219544457292887
8544,5,22,12,816,2.8284271247461903
8546,15,48,46,818,7.810249675906654
8547,6,6,6,816,3.0
8548,5,6,6,817,2.23606797749979
8550,2,2,2,819,1.0
8553,1,1,1,822,0.0
8555,1,1,1,824,0.0
8556,6,8,8,825,3.605551275463989
8558,39,192,82,823,9.848857801796104
8560,8,16,16,819,5.0990195135927845
8563,1,1,1,822,0.0
8567,1,1,1,825,0.0
8569,18,60,56,824,12.041594578792296
8575,3,3,3,828,1.4142135623730951
8576,37,118,92,821,9.848857801796104
8578,2,2,2,823,1.0
8579,1,1,1,824,0.0
8586,29,108,47,827,6.082762530298219
8588,8,11,11,827,2.8284271247461903
8590,33,89,87,828,8.94427190999916
8593,22,80,80,820,10.198039027185569
8594,1,1,1,821,0.0
8598,4,4,4,825,1.4142135623730951
8602,12,50,20,827,5.0990195135927845
8603,3,4,4,828,2.0
8605,4,4,4,830,1.4142135623730951
8606,6,10,10,829,3.1622776601683795
8610,21,98,66,828,11.313708498984761
8611,19,93,91,829,9.055385138137417
8612,9,20,20,827,5.656854249492381
8622,14,25,25,831,6.082762530298219
8623,33,113,113,829,10.816653826391969
8625,4,7,7,830,2.23606797749979
8626,1,1,1,831,0.0
8635,17,57,57,834,8.246211251235321
8636,7,8,8,832,4.0
8638,26,94,94,834,11.40175425099138
8639,28,49,49,833,11.313708498984761
8640,4,6,6,831,2.23606797749979
8641,3,4,4,829,2.0
8644,5,12,12,829,2.8284271247461903
8645,9,25,25,828,5.656854249492381
8646,19,60,52,825,8.94427190999916
8649,4,4,4,826,1.4142135623730951
8652,9,20,20,829,4.47213595499958
8653,25,52,52,830,10.295630140987
8656,4,5,5,833,2.23606797749979
8657,18,46,30,824,7.280109889280518
8658,3,3,3,823,1.4142135623730951
8659,15,21,21,824,7.0710678118654755
8660,2,2,2,825,1.0
8661,5,5,5,826,1.4142135623730951
8663,38,185,183,820,17.46424919657298
8664,26,89,89,820,12.36931687685298
8666,67,275,88,816,12.529964086141668
8669,4,4,4,817,1.4142135623730951
8671,1,1,1,819,0.0
8674,1,1,1,821,0.0
8678,22,64,64,813,9.219544457292887
8679,24,50,38,808,7.0
8680,7,12,12,809,3.1622776601683795
8681,1,1,1,810,0.0
8682,2,3,3,811,1.0
8683,2,2,2,812,1.0
8685,1,1,1,814,0.0
8688,9,18,18,817,4.0
8694,4,5,5,819,1.4142135623730951
8695,8,22,14,817,2.8284271247461903
8697,2,3,3,818,1.0
8698,3,4,4,819,2.0
8700,16,42,42,821,6.4031242374328485
8702,19,62,62,819,9.055385138137417
8703,22,113,34,815,7.615773105863909
8704,6,10,10,813,3.1622776601683795
8705,8,12,12,814,4.123105625617661
8706,1,1,1,814,0.0
8707,1,1,1,815,0.0
8708,19,113,49,812,6.324555320336759
8709,20,40,40,811,8.54400374531753
8710,3,3,3,812,1.4142135623730951
8714,1,1,1,816,0.0
8719,11,19,19,821,3.605551275463989
8722,3,4,4,821,1.4142135623730951
8723,5,7,7,820,2.23606797749979
8725,17,41,41,822,9.0
8726,4,7,7,823,3.0
8732,5,8,8,823,2.23606797749979
8737,8,19,19,825,3.605551275463989
8738,22,49,49,823,8.54400374531753
8739,23,158,72,823,11.180339887498949
8740,1,1,1,823,0.0
8741,8,10,10,824,3.605551275463989
8742,12,44,44,822,7.280109889280518
8743,3,3,3,823,1.4142135623730951
8744,8,14,14,819,5.385164807134504
8746,4,9,9,819,2.23606797749979
8748,1,1,1,821,0.0
8751,22,57,57,822,11.313708498984761
8753,8,26,26,824,4.242640687119285
8756,1,1,1,826,0.0
8758,13,32,28,823,5.385164807134504
8760,4,6,6,822,2.23606797749979
8763,15,29,29,821,5.830951894845301
8764,1,1,1,821,0.0
8765,2,2,2,822,1.0
8767,17,95,63,823,8.06225774829855
8769,3,3,3,825,1.4142135623730951
8770,9,22,14,826,4.0
8772,11,25,23,828,4.242640687119285
8773,48,287,107,814,16.0312195418814
8774,10,25,25,815,4.123105625617661
8775,3,5,5,816,1.4142135623730951
8776,13,40,40,811,5.656854249492381
8777,17,74,42,810,8.94427190999916
8779,1,1,1,812,0.0
8780,1,1,1,813,0.0
8781,8,17,17,808,4.123105625617661
8782,25,57,57,809,9.055385138137417
8784,14,23,23,811,6.4031242374328485
8788,6,6,6,813,3.1622776601683795
8790,1,1,1,815,0.0
8792,1,1,1,817,0.0
8801,1,1,1,825,0.0
8805,28,63,63,827,12.529964086141668
8807,1,1,1,829,0.0
8809,1,1,1,830,0.0
8810,5,10,10,828,3.1622776601683795
8816,3,5,5,834,2.0
8818,9,22,22,832,5.656854249492381
8819,14,40,38,831,5.830951894845301
8822,26,81,81,828,14.317821063276353
8824,16,83,43,829,8.94427190999916
8825,32,150,108,824,12.165525060596439
8828,12,34,34,827,7.810249675906654
8829,24,75,59,828,6.4031242374328485
8830,1,1,1,828,0.0
8831,2,2,2,829,1.0
8832,6,10,10,828,3.605551275463989
8835,8,20,12,828,4.123105625617661
8836,2,3,3,828,1.0
8838,1,1,1,830,0.0
8841,8,14,14,833,6.082762530298219
8847,3,4,4,839,1.4142135623730951
8850,5,8,8,842,2.23606797749979
8851,28,86,78,841,9.219544457292887
8853,19,72,72,842,7.280109889280518
8854,3,4,4,842,2.0
8856,2,3,3,844,1.0
8857,11,29,17,838,4.123105625617661
8858,29,100,98,824,13.341664064126334
8859,34,165,165,817,18.867962264113206
8860,9,11,11,815,3.1622776601683795
8862,14,52,42,816,6.4031242374328485
8864,28,75,73,818,10.198039027185569
8865,10,15,15,817,4.47213595499958
8866,32,123,123,811,14.560219778561036
8868,2,2,2,812,1.0
8870,16,47,39,814,8.48528137423857
8875,10,24,24,819,4.242640687119285
8877,9,10,10,821,4.47213595499958
8878,13,84,52,817,8.06225774829855
8880,14,31,27,816,9.219544457292887
8881,4,5,5,817,2.23606797749979
8883,2,2,2,819,1.0
8885,6,6,6,821,2.23606797749979
8887,2,2,2,822,1.0
8892,2,3,3,825,1.0
8893,1,1,1,826,0.0
8896,2,2,2,828,1.0
8898,1,1,1,830,0.0
8901,6,7,7,830,2.23606797749979
8906,2,2,2,835,1.0
8907,49,451,89,827,10.295630140987
8908,2,2,2,827,1.0
8918,61,429,113,819,10.770329614269007
8919,2,2,2,820,1.0
8920,1,1,1,821,0.0
8922,2,3,3,820,1.0
8923,2,2,2,821,1.0
8925,15,32,30,819,6.4031242374328485
8926,15,37,35,820,7.211102550927978
8927,4,6,6,819,2.23606797749979
8932,2,2,2,824,1.0
8934,29,59,59,819,9.219544457292887
8937,1,1,1,822,0.0
8938,3,5,5,823,2.0
8939,2,2,2,822,1.0
8941,2,2,2,824,1.0
8944,33,76,74,812,13.341664064126334
8948,4,5,5,811,3.0
8952,27,171,65,807,9.219544457292887
8956,5,8,8,811,2.8284271247461903
8957,42,174,174,811,14.142135623730951
8959,44,127,127,810,17.204650534085253
8963,6,17,13,812,4.123105625617661
8964,8,11,11,809,4.123105625617661
8969,4,4,4,814,2.23606797749979
8972,18,32,30,817,9.848857801796104
8973,17,43,43,818,9.486832980505138
8974,2,2,2,818,1.0
8975,14,24,24,819,5.385164807134504
8976,51,194,68,820,11.704699910719626
8977,8,8,8,818,3.605551275463989
8984,9,22,20,818,4.123105625617661
8995,11,29,29,826,7.0710678118654755
8997,1,1,1,828,0.0
8999,15,29,29,824,6.324555320336759
9000,32,208,114,823,13.601470508735444
9002,8,19,19,822,5.385164807134504
9003,8,22,22,823,5.0
9004,11,24,16,824,4.242640687119285
9005,4,5,5,825,2.23606797749979
9015,3,3,3,834,1.4142135623730951
9016,2,2,2,835,1.0
9017,7,7,7,833,2.8284271247461903
9019,1,1,1,835,0.0
9023,5,6,6,837,2.8284271247461903
9027,7,12,12,836,4.47213595499958
9033,4,6,6,842,3.0
9035,62,455,135,816,13.45362404707371
9036,3,4,4,817,1.4142135623730951
9038,1,1,1,819,0.0
9047,12,35,35,826,8.54400374531753
9055,5,11,11,834,3.1622776601683795
9058,1,1,1,837,0.0
9066,14,64,64,835,6.324555320336759
9068,10,15,15,831,6.4031242374328485
9071,66,272,184,827,13.038404810405298
9075,6,7,7,831,2.23606797749979
9076,3,5,5,832,1.4142135623730951
9083,28,159,159,828,14.7648230602334
9084,64,230,230,816,15.620499351813308
9085,8,20,16,817,5.0
9093,5,10,10,822,2.23606797749979
9097,3,3,3,824,1.4142135623730951
9098,3,3,3,822,2.0
9099,9,20,20,817,5.830951894845301
9100,39,199,197,815,14.212670403551895
9106,10,18,18,819,5.385164807134504
9108,33,155,141,817,19.79898987322333
9112,7,12,12,821,4.47213595499958
9113,2,2,2,822,1.0
9116,2,2,2,823,1.0
9120,16,51,51,827,10.816653826391969
9121,19,45,45,821,10.198039027185569
9122,5,6,6,822,1.4142135623730951
9123,2,2,2,823,1.0
9129,36,337,72,812,12.727922061357855
9131,3,3,3,813,1.4142135623730951
9132,21,54,54,810,7.280109889280518
9135,20,61,61,810,8.06225774829855
9136,3,4,4,810,2.0
9138,12,36,28,812,5.656854249492381
9139,5,10,10,812,3.1622776601683795
9140,49,282,114,809,17.88854381999832
9142,3,4,4,809,1.4142135623730951
9144,1,1,1,811,0.0
9151,10,12,12,818,3.1622776601683795
9152,5,7,7,819,2.23606797749979
9153,1,1,1,820,0.0
9157,1,1,1,823,0.0
9159,6,12,12,823,2.23606797749979
9165,5,10,10,827,3.1622776601683795
9166,17,31,31,824,8.602325267042627
9167,2,2,2,825,1.0
9169,28,96,84,827,10.44030650891055
9170,41,251,73,819,13.892443989449804
9171,7,10,10,820,3.605551275463989
9174,8,23,23,819,4.242640687119285
9178,1,1,1,822,0.0
9180,8,11,11,822,4.242640687119285
9181,5,16,14,823,2.8284271247461903
9182,2,2,2,824,1.0
9188,2,2,2,829,1.0
9190,7,12,12,831,4.0
9191,2,2,2,832,1.0
9193,20,65,65,834,10.816653826391969
9199,6,8,8,835,4.123105625617661
9200,17,66,66,831,9.486832980505138
9203,25,167,56,829,15.556349186104045
9204,1,1,1,830,0.0
9208,28,113,113,825,12.806248474865697
9210,15,40,40,824,7.810249675906654
9212,2,3,3,825,1.0
9213,16,42,42,819,9.899494936611665
9216,4,11,7,822,3.0
9219,1,1,1,824,0.0
9220,9,14,14,825,5.385164807134504
9223,40,145,51,828,8.54400374531753
9230,5,5,5,833,2.0
9232,5,10,10,835,3.1622776601683795
9234,23,70,70,825,11.180339887498949
9235,4,7,7,824,2.0
9238,22,45,43,826,12.041594578792296
9239,10,29,29,826,5.0
9240,7,9,9,827,2.8284271247461903
9241,9,16,16,825,5.0990195135927845
9242,12,38,38,826,7.211102550927978
9245,32,86,36,823,8.94427190999916
9248,1,1,1,826,0.0
9249,4,6,6,827,1.4142135623730951
9250,6,7,7,823,3.0
9253,3,3,3,826,1.4142135623730951
9257,48,186,166,812,17.46424919657298
9258,14,22,20,813,5.385164807134504
9264,2,2,2,819,1.0
9265,9,13,13,817,5.385164807134504
9270,1,1,1,822,0.0
9274,24,81,81,824,15.556349186104045
9275,26,98,98,817,14.317821063276353
9276,12,35,27,814,5.385164807134504
9277,49,226,226,808,16.64331697709324
9282,1,1,1,813,0.0
9285,1,1,1,815,0.0
9289,57,182,182,816,16.55294535724685
9291,1,1,1,818,0.0
9292,5,7,7,819,2.23606797749979
9294,6,10,10,819,2.23606797749979
9296,16,26,26,817,7.280109889280518
9298,24,128,84,818,12.041594578792296
9299,6,9,9,816,3.605551275463989
9304,9,16,16,821,3.605551275463989
9305,11,37,31,820,5.830951894845301
9312,11,24,24,818,7.0710678118654755
9314,14,35,35,818,6.324555320336759
9315,3,3,3,819,1.4142135623730951
9316,5,12,12,820,2.23606797749979
9318,2,2,2,821,1.0
9319,2,2,2,822,1.0
9320,16,23,23,823,9.433981132056603
9321,7,7,7,824,3.1622776601683795
9322,5,5,5,825,3.1622776601683795
9324,5,8,8,827,3.1622776601683795
9328,5,9,9,831,3.1622776601683795
9329,8,16,14,827,3.1622776601683795
9332,9,15,15,825,4.123105625617661
9335,19,51,51,827,7.211102550927978
9342,2,2,2,832,1.0
9344,45,113,113,825,17.029386365926403
9347,2,2,2,828,1.0
9352,4,4,4,832,2.23606797749979
9356,4,4,4,834,1.4142135623730951
9357,1,1,1,835,0.0
9360,12,15,15,834,5.0
9364,1,1,1,837,0.0
9365,26,97,87,830,12.083045973594572
9368,28,72,68,831,10.198039027185569
9369,5,8,8,829,2.23606797749979
9370,10,21,13,830,3.605551275463989
9371,30,118,118,826,14.212670403551895
9373,23,101,47,820,10.0
9376,3,5,5,823,1.4142135623730951
9378,45,184,176,819,18.439088914585774
9379,1,1,1,820,0.0
9383,3,5,5,824,1.4142135623730951
9384,1,1,1,825,0.0
9385,8,21,21,826,5.0990195135927845
9386,38,184,184,813,18.601075237738275
9387,1,1,1,814,0.0
9388,2,2,2,815,1.0
9390,35,142,56,817,12.529964086141668
9398,2,2,2,824,1.0
9401,15,29,29,827,9.055385138137417
9404,2,2,2,828,1.0
9405,1,1,1,827,0.0
9408,12,26,26,829,7.211102550927978
9410,1,1,1,830,0.0
9416,6,8,8,836,3.605551275463989
9418,7,20,14,834,3.1622776601683795
9419,2,2,2,835,1.0
9423,30,83,83,837,13.152946437965905
9424,3,5,5,838,2.0
9425,12,27,27,832,8.246211251235321
9426,9,16,16,832,4.47213595499958
9427,5,9,9,828,2.23606797749979
9428,3,3,3,829,2.0
9431,3,5,5,831,2.0
9432,21,61,37,827,10.770329614269007
9433,2,2,2,828,1.0
9436,2,2,2,831,1.0
9437,37,62,56,825,7.0710678118654755
9438,2,2,2,823,1.0
9440,18,50,46,824,5.385164807134504
9442,5,7,7,823,2.23606797749979
9444,4,6,6,825,2.0
9447,5,7,7,826,2.23606797749979
9448,38,105,105,823,14.212670403551895
9450,24,130,82,825,10.63014581273465
9451,19,77,37,815,9.433981132056603
9457,25,66,66,821,12.649110640673518
9458,8,19,19,822,5.0
9460,2,4,4,824,1.0
9461,3,6,6,824,2.0
9466,2,2,2,828,1.0
9467,3,3,3,829,1.4142135623730951
9468,3,3,3,830,2.0
9470,27,141,141,827,17.69180601295413
9471,12,21,21,826,4.47213595499958
9472,3,4,4,824,1.4142135623730951
9480,5,6,6,832,3.1622776601683795
9483,10,22,22,835,4.242640687119285
9484,20,47,47,833,9.219544457292887
9487,2,2,2,834,1.0
9488,5,6,6,835,2.23606797749979
9489,31,140,140,834,18.027756377319946
9490,11,30,26,829,4.47213595499958
9491,14,28,28,830,6.082762530298219
9496,9,14,14,833,6.324555320336759
9497,56,284,102,819,14.212670403551895
9498,12,23,23,820,6.324555320336759
9505,9,14,14,827,5.0990195135927845
9506,4,4,4,826,2.23606797749979
9507,18,67,24,821,4.47213595499958
9508,28,51,51,817,8.54400374531753
9511,4,5,5,820,2.23606797749979
9517,31,134,130,824,13.038404810405298
9518,12,30,30,818,5.830951894845301
9521,77,383,113,810,17.69180601295413
9523,13,34,30,812,6.4031242374328485
9524,5,9,9,813,3.1622776601683795
9526,8,10,10,812,3.1622776601683795
9527,15,46,46,811,9.219544457292887
9528,1,1,1,812,0.0
9531,19,62,62,815,8.94427190999916
9532,8,14,14,813,4.123105625617661
9534,19,30,30,815,7.211102550927978
9536,11,26,26,817,5.0990195135927845
9538,20,50,38,819,5.830951894845301
9539,1,1,1,820,0.0
9540,2,3,3,821,1.0
9544,16,43,43,824,7.0
9545,4,6,6,823,2.23606797749979
9548,12,18,18,821,3.605551275463989
9550,1,1,1,823,0.0
9551,7,15,15,819,3.605551275463989
9552,31,117,47,814,9.433981132056603
9554,2,2,2,816,1.0
9562,27,110,110,820,14.212670403551895
9563,16,42,42,816,7.0
9564,1,1,1,816,0.0
9567,10,19,19,819,3.605551275463989
9568,3,4,4,818,1.4142135623730951
9576,4,5,5,826,1.4142135623730951
9580,8,14,14,828,5.0
9585,26,148,90,829,11.40175425099138
9586,6,9,9,830,3.1622776601683795
9588,1,1,1,831,0.0
9589,2,2,2,832,1.0
9590,4,7,7,833,2.23606797749979
9592,2,3,3,833,1.0
9593,64,251,88,817,10.198039027185569
9599,37,141,141,821,12.083045973594572
9601,4,5,5,823,2.23606797749979
9606,8,12,12,827,5.385164807134504
9611,27,86,86,829,11.180339887498949
9612,10,21,21,829,5.0990195135927845
9614,2,2,2,831,1.0
9615,5,7,7,832,2.8284271247461903
9616,10,18,18,832,3.605551275463989
9617,4,4,4,831,2.23606797749979
9618,9,18,18,832,5.830951894845301
9620,1,1,1,833,0.0
9622,12,31,29,834,5.830951894845301
9625,3,3,3,837,1.4142135623730951
9627,1,1,1,839,0.0
9629,7,20,16,836,2.8284271247461903
9630,4,6,6,837,3.0
9632,10,21,13,839,2.23606797749979
9635,5,5,5,842,2.23606797749979
9639,2,2,2,843,1.0
9643,1,1,1,847,0.0
9645,11,22,22,842,5.385164807134504
9648,10,25,25,842,5.0
9650,5,5,5,841,2.23606797749979
9651,2,2,2,841,1.0
9653,8,10,10,839,3.605551275463989
9656,75,395,169,822,17.029386365926403
9659,30,104,38,823,7.280109889280518
9660,19,43,37,819,7.280109889280518
9667,5,6,6,826,2.23606797749979
9668,1,1,1,827,0.0
9669,38,158,158,823,16.492422502470642
9672,18,39,39,826,6.4031242374328485
9673,7,17,17,821,4.47213595499958
9674,5,6,6,822,3.1622776601683795
9677,3,4,4,825,2.0
9681,4,6,6,829,2.23606797749979
9684,33,182,102,824,13.892443989449804
9685,1,1,1,825,0.0
9689,28,113,113,823,13.152946437965905
9693,3,3,3,827,1.4142135623730951
9703,8,21,13,831,4.123105625617661
9704,11,26,22,829,6.0
9705,20,61,37,829,8.246211251235321
9709,10,22,22,833,5.0990195135927845
9710,28,133,105,829,13.92838827718412
9711,8,25,23,830,4.47213595499958
9713,2,2,2,832,1.0
9714,4,7,7,833,2.23606797749979
9719,16,33,33,835,5.0990195135927845
9721,1,1,1,836,0.0
9722,5,8,6,837,2.0
9723,28,48,48,838,7.211102550927978
9725,12,25,25,840,6.708203932499369
9727,2,2,2,842,1.0
9729,40,159,117,831,14.866068747318506
9731,9,26,26,829,6.324555320336759
9732,15,20,20,830,9.219544457292887
9733,9,18,18,827,4.123105625617661
9734,2,2,2,827,1.0
9736,5,6,6,825,3.1622776601683795
9741,6,9,9,830,3.605551275463989
9742,37,113,113,825,17.08800749063506
9743,16,28,28,821,7.280109889280518
9744,1,1,1,822,0.0
9745,5,5,5,823,2.23606797749979
9747,1,1,1,825,0.0
9748,6,11,11,823,3.605551275463989
9749,8,13,13,821,3.605551275463989
9750,24,74,74,820,7.615773105863909
9751,3,4,4,820,2.0
9754,40,274,87,816,11.704699910719626
9756,9,14,14,817,4.123105625617661
9758,8,11,9,815,3.605551275463989
9759,30,129,107,813,10.295630140987
9763,1,1,1,817,0.0
9765,14,76,50,818,6.4031242374328485
9767,3,3,3,820,1.4142135623730951
9779,9,14,14,825,4.47213595499958
9781,14,36,36,825,6.4031242374328485
9782,15,42,42,824,7.0710678118654755
9784,16,34,32,826,6.4031242374328485
9787,6,14,14,827,3.605551275463989
9788,2,2,2,828,1.0
9793,12,25,25,831,8.06225774829855
9799,33,89,89,826,8.94427190999916
9801,18,48,48,828,8.06225774829855
9802,7,13,13,828,3.1622776601683795
9803,8,10,10,829,4.47213595499958
9804,16,53,53,829,10.198039027185569
9807,32,131,131,828,18.384776310850235
9811,2,2,2,831,1.0
9816,1,1,1,835,0.0
9817,1,1,1,836,0.0
9819,11,27,13,838,3.0
9820,24,53,53,839,5.385164807134504
9821,29,113,99,835,12.041594578792296
9822,1,1,1,834,0.0
9829,6,7,7,838,2.23606797749979
9831,5,5,5,840,3.1622776601683795
9832,1,1,1,841,0.0
9835,14,39,39,844,6.082762530298219
9837,13,22,22,846,5.0
9840,24,70,68,839,8.602325267042627
9842,8,8,8,841,4.47213595499958
9844,23,129,129,837,11.40175425099138
9845,53,298,138,821,12.806248474865697
9846,7,14,14,813,3.605551275463989
9851,3,3,3,815,2.0
9852,18,44,44,816,10.0
9853,18,50,50,817,9.486832980505138
9855,6,20,20,819,3.605551275463989
9856,15,31,21,816,5.0990195135927845
9861,16,68,68,820,9.219544457292887
9864,7,9,9,823,3.1622776601683795
9865,1,1,1,822,0.0
9866,4,6,6,823,1.4142135623730951
9867,21,58,50,821,5.830951894845301
9868,8,9,9,819,3.0
9871,17,62,28,819,5.385164807134504
9873,17,29,29,814,5.830951894845301
9875,6,10,10,813,3.1622776601683795
9878,2,2,2,814,1.0
9879,2,2,2,815,1.0
9882,7,17,17,818,4.47213595499958
9883,3,5,5,819,2.0
9884,12,23,23,819,6.708203932499369
9886,1,1,1,820,0.0
9887,12,21,21,819,6.082762530298219
9888,12,52,52,820,5.830951894845301
9891,4,6,6,822,3.0
9892,40,137,135,818,14.866068747318506
9894,4,5,5,820,2.23606797749979
9895,2,2,2,819,1.0
9896,1,1,1,820,0.0
9898,18,88,44,817,6.324555320336759
9900,1,1,1,819,0.0
9901,9,14,14,819,5.0990195135927845
9902,2,2,2,820,1.0
9903,1,1,1,820,0.0
9906,6,13,13,820,4.123105625617661
9909,8,13,13,818,5.385164807134504
9910,41,118,118,818,16.401219466856727
9911,1,1,1,819,0.0
9912,3,4,4,820,1.4142135623730951
9913,65,330,102,814,14.560219778561036
9914,13,23,23,810,6.082762530298219
9919,13,26,24,812,5.0990195135927845
9920,5,6,6,810,3.1622776601683795
9921,15,38,20,811,5.0
9922,1,1,1,812,0.0
9924,1,1,1,814,0.0
9926,11,30,30,815,5.656854249492381
9937,1,1,1,826,0.0
9939,7,13,13,828,3.1622776601683795
9942,35,83,83,826,7.615773105863909
9944,34,131,125,820,9.848857801796104
9945,5,6,6,821,2.23606797749979
9946,3,3,3,821,2.0
9950,4,6,6,825,2.23606797749979
9955,15,37,37,830,8.06225774829855
9961,3,4,4,836,1.4142135623730951
9964,20,50,50,839,13.0
9965,3,3,3,838,1.4142135623730951
9967,3,5,5,840,2.0
9971,22,117,35,834,7.615773105863909
9974,8,12,12,837,3.605551275463989
9976,4,7,7,839,2.23606797749979
9977,21,60,40,840,8.54400374531753
9978,3,3,3,841,1.4142135623730951
9984,21,59,59,845,12.041594578792296
9987,21,94,94,844,9.433981132056603
9988,2,3,3,842,1.0
9990,11,34,34,841,7.0710678118654755
9991,4,10,8,842,2.23606797749979
9993,1,1,1,843,0.0
9994,23,73,73,830,12.806248474865697
9995,3,3,3,830,1.4142135623730951
9996,40,299,114,821,10.63014581273465
9997,18,44,44,817,9.899494936611665
